image_path,label
../dataset/raw/iam_words/words/a02/a02-124/a02-124-02-03.png,with
../dataset/raw/iam_words/words/a02/a02-124/a02-124-02-04.png,750
../dataset/raw/iam_words/words/a02/a02-124/a02-124-02-05.png,policemen
../dataset/raw/iam_words/words/a02/a02-124/a02-124-02-06.png,posted
../dataset/raw/iam_words/words/a02/a02-124/a02-124-03-00.png,from
../dataset/raw/iam_words/words/a02/a02-124/a02-124-03-01.png,outlying
../dataset/raw/iam_words/words/a02/a02-124/a02-124-03-02.png,districts
../dataset/raw/iam_words/words/a02/a02-124/a02-124-03-03.png,to
../dataset/raw/iam_words/words/a02/a02-124/a02-124-03-04.png,stations
../dataset/raw/iam_words/words/a02/a02-124/a02-124-03-05.png,in
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-00.png,the
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-01.png,area
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-02.png,-
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-03.png,West
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-04.png,End
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-05.png,Central
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-06.png,","
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-07.png,Bow-street
../dataset/raw/iam_words/words/a02/a02-124/a02-124-04-08.png,","
../dataset/raw/iam_words/words/a02/a02-124/a02-124-05-00.png,and
../dataset/raw/iam_words/words/a02/a02-124/a02-124-05-01.png,Cannon-row
../dataset/raw/iam_words/words/a02/a02-124/a02-124-05-02.png,.
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-00.png,Today
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-01.png,","
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-02.png,for
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-03.png,example
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-04.png,","
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-05.png,the
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-06.png,Foreign
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-07.png,Minister
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-08.png,of
../dataset/raw/iam_words/words/a03/a03-006/a03-006-00-09.png,Indo-
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-00.png,nesia
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-01.png,arrived
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-02.png,in
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-03.png,Belgrade
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-04.png,as
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-05.png,the
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-06.png,guest
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-07.png,of
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-08.png,the
../dataset/raw/iam_words/words/a03/a03-006/a03-006-01-09.png,Yugoslav
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-00.png,Foreign
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-01.png,Minister
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-02.png,.
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-03.png,In
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-04.png,fact
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-05.png,such
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-06.png,Yugoslav
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-07.png,activity
../dataset/raw/iam_words/words/a03/a03-006/a03-006-02-08.png,has
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-00.png,been
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-01.png,#
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-02.png,particularly
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-03.png,intensified
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-04.png,in
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-05.png,the
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-06.png,past
../dataset/raw/iam_words/words/a03/a03-006/a03-006-03-07.png,year
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-00.png,or
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-01.png,so
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-02.png,and
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-03.png,though
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-04.png,so
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-05.png,far
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-06.png,","
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-07.png,apart
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-08.png,from
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-09.png,joint
../dataset/raw/iam_words/words/a03/a03-006/a03-006-04-10.png,action
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-00.png,in
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-01.png,the
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-02.png,United
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-03.png,Nations
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-04.png,","
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-05.png,these
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-06.png,exchanges
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-07.png,have
../dataset/raw/iam_words/words/a03/a03-006/a03-006-05-08.png,not
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-00.png,been
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-01.png,seen
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-02.png,on
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-03.png,any
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-04.png,wider
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-05.png,basis
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-06.png,","
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-07.png,President
../dataset/raw/iam_words/words/a03/a03-006/a03-006-06-08.png,Tito
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-00.png,is
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-01.png,known
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-02.png,for
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-03.png,some
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-04.png,time
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-05.png,to
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-06.png,have
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-07.png,favoured
../dataset/raw/iam_words/words/a03/a03-006/a03-006-07-08.png,a
../dataset/raw/iam_words/words/a03/a03-006/a03-006-08-00.png,conference
../dataset/raw/iam_words/words/a03/a03-006/a03-006-08-01.png,of
../dataset/raw/iam_words/words/a03/a03-006/a03-006-08-02.png,neutralist
../dataset/raw/iam_words/words/a03/a03-006/a03-006-08-03.png,leaders
../dataset/raw/iam_words/words/a03/a03-006/a03-006-08-04.png,.
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-00.png,The
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-01.png,wish
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-02.png,was
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-03.png,particularly
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-04.png,apparent
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-05.png,in
../dataset/raw/iam_words/words/a03/a03-009/a03-009-00-06.png,comments
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-00.png,on
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-01.png,the
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-02.png,occasion
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-03.png,of
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-04.png,the
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-05.png,conference
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-06.png,in
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-07.png,Casablanca
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-08.png,and
../dataset/raw/iam_words/words/a03/a03-009/a03-009-01-09.png,","
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-00.png,in
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-01.png,particular
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-02.png,","
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-03.png,in
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-04.png,Yugoslav
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-05.png,approval
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-06.png,of
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-07.png,the
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-08.png,idea
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-09.png,of
../dataset/raw/iam_words/words/a03/a03-009/a03-009-02-10.png,an
../dataset/raw/iam_words/words/a03/a03-009/a03-009-03-00.png,inter-African
../dataset/raw/iam_words/words/a03/a03-009/a03-009-03-01.png,consultative
../dataset/raw/iam_words/words/a03/a03-009/a03-009-03-02.png,assembly
../dataset/raw/iam_words/words/a03/a03-009/a03-009-03-03.png,which
../dataset/raw/iam_words/words/a03/a03-009/a03-009-03-04.png,would
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-00.png,coordinate
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-01.png,activity
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-02.png,on
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-03.png,the
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-04.png,political
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-05.png,and
../dataset/raw/iam_words/words/a03/a03-009/a03-009-04-06.png,economic
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-00.png,sphere
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-01.png,;
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-02.png,and
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-03.png,it
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-04.png,is
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-05.png,not
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-06.png,difficult
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-07.png,to
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-08.png,see
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-09.png,that
../dataset/raw/iam_words/words/a03/a03-009/a03-009-05-10.png,President
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-00.png,Tito
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-01.png,would
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-02.png,like
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-03.png,some
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-04.png,such
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-05.png,idea
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-06.png,extended
../dataset/raw/iam_words/words/a03/a03-009/a03-009-06-07.png,also
../dataset/raw/iam_words/words/a03/a03-009/a03-009-07-00.png,to
../dataset/raw/iam_words/words/a03/a03-009/a03-009-07-01.png,the
../dataset/raw/iam_words/words/a03/a03-009/a03-009-07-02.png,whole
../dataset/raw/iam_words/words/a03/a03-009/a03-009-07-03.png,uncommitted
../dataset/raw/iam_words/words/a03/a03-009/a03-009-07-04.png,world
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-00.png,But
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-01.png,he
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-02.png,now
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-03.png,feels
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-04.png,","
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-05.png,in
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-06.png,view
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-07.png,of
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-08.png,a
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-09.png,changed
../dataset/raw/iam_words/words/a03/a03-011/a03-011-00-10.png,international
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-00.png,situation
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-01.png,and
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-02.png,especially
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-03.png,in
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-04.png,view
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-05.png,of
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-06.png,fresh
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-07.png,problems
../dataset/raw/iam_words/words/a03/a03-011/a03-011-01-08.png,facing
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-00.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-01.png,new
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-02.png,and
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-03.png,independent
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-04.png,countries
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-05.png,of
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-06.png,Africa
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-07.png,","
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-08.png,that
../dataset/raw/iam_words/words/a03/a03-011/a03-011-02-09.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-00.png,time
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-01.png,is
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-02.png,ripe
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-03.png,to
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-04.png,have
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-05.png,more
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-06.png,frequent
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-07.png,consultations
../dataset/raw/iam_words/words/a03/a03-011/a03-011-03-08.png,between
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-00.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-01.png,uncommitted
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-02.png,countries
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-03.png,and
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-04.png,even
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-05.png,to
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-06.png,work
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-07.png,out
../dataset/raw/iam_words/words/a03/a03-011/a03-011-04-08.png,common
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-00.png,stands
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-01.png,on
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-02.png,various
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-03.png,problems
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-04.png,facing
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-05.png,those
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-06.png,nations
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-07.png,.
../dataset/raw/iam_words/words/a03/a03-011/a03-011-05-08.png,Two
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-00.png,subjects
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-01.png,","
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-02.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-03.png,Congo
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-04.png,and
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-05.png,Algeria
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-06.png,","
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-07.png,are
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-08.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-09.png,main
../dataset/raw/iam_words/words/a03/a03-011/a03-011-06-10.png,topics
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-00.png,of
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-01.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-02.png,talks
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-03.png,in
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-04.png,Belgrade
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-05.png,-
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-06.png,and
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-07.png,on
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-08.png,both
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-09.png,the
../dataset/raw/iam_words/words/a03/a03-011/a03-011-07-10.png,two
../dataset/raw/iam_words/words/a03/a03-011/a03-011-08-00.png,leaders
../dataset/raw/iam_words/words/a03/a03-011/a03-011-08-01.png,have
../dataset/raw/iam_words/words/a03/a03-011/a03-011-08-02.png,identical
../dataset/raw/iam_words/words/a03/a03-011/a03-011-08-03.png,ideas
../dataset/raw/iam_words/words/a03/a03-011/a03-011-08-04.png,.
../dataset/raw/iam_words/words/a03/a03-014/a03-014-00-00.png,Two
../dataset/raw/iam_words/words/a03/a03-014/a03-014-00-01.png,emissaries
../dataset/raw/iam_words/words/a03/a03-014/a03-014-00-02.png,from
../dataset/raw/iam_words/words/a03/a03-014/a03-014-00-03.png,the
../dataset/raw/iam_words/words/a03/a03-014/a03-014-00-04.png,Laotian
../dataset/raw/iam_words/words/a03/a03-014/a03-014-00-05.png,Government
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-00.png,of
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-01.png,Prince
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-02.png,Boun
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-03.png,Oum
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-04.png,have
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-05.png,arrived
../dataset/raw/iam_words/words/a03/a03-014/a03-014-01-06.png,in
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-00.png,Phnom
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-01.png,Penh
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-02.png,","
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-03.png,Cambodia
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-04.png,","
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-05.png,to
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-06.png,invite
../dataset/raw/iam_words/words/a03/a03-014/a03-014-02-07.png,Prince
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-00.png,Souvanna
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-01.png,Phouma
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-02.png,","
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-03.png,the
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-04.png,former
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-05.png,Prime
../dataset/raw/iam_words/words/a03/a03-014/a03-014-03-06.png,Min-
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-00.png,ister
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-01.png,","
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-02.png,to
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-03.png,return
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-04.png,to
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-05.png,Laos
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-06.png,.
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-07.png,No
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-08.png,details
../dataset/raw/iam_words/words/a03/a03-014/a03-014-04-09.png,of
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-00.png,their
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-01.png,mission
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-02.png,have
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-03.png,been
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-04.png,disclosed
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-05.png,","
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-06.png,but
../dataset/raw/iam_words/words/a03/a03-014/a03-014-05-07.png,it
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-00.png,was
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-01.png,reported
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-02.png,earlier
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-03.png,in
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-04.png,Laos
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-05.png,that
../dataset/raw/iam_words/words/a03/a03-014/a03-014-06-06.png,Prince
../dataset/raw/iam_words/words/a03/a03-014/a03-014-07-00.png,Boun
../dataset/raw/iam_words/words/a03/a03-014/a03-014-07-01.png,Oum
../dataset/raw/iam_words/words/a03/a03-014/a03-014-07-02.png,was
../dataset/raw/iam_words/words/a03/a03-014/a03-014-07-03.png,considering
../dataset/raw/iam_words/words/a03/a03-014/a03-014-07-04.png,asking
../dataset/raw/iam_words/words/a03/a03-014/a03-014-08-00.png,Prince
../dataset/raw/iam_words/words/a03/a03-014/a03-014-08-01.png,Souvanna
../dataset/raw/iam_words/words/a03/a03-014/a03-014-08-02.png,Phouma
../dataset/raw/iam_words/words/a03/a03-014/a03-014-08-03.png,to
../dataset/raw/iam_words/words/a03/a03-014/a03-014-08-04.png,join
../dataset/raw/iam_words/words/a03/a03-014/a03-014-08-05.png,his
../dataset/raw/iam_words/words/a03/a03-014/a03-014-09-00.png,Government
../dataset/raw/iam_words/words/a03/a03-014/a03-014-09-01.png,.
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-00.png,Prince
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-01.png,Souvanna
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-02.png,Phouma
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-03.png,has
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-04.png,not
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-05.png,yet
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-06.png,replied
../dataset/raw/iam_words/words/a03/a03-017/a03-017-00-07.png,to
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-00.png,the
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-01.png,mission
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-02.png,","
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-03.png,but
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-04.png,recent
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-05.png,statements
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-06.png,made
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-07.png,by
../dataset/raw/iam_words/words/a03/a03-017/a03-017-01-08.png,him
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-00.png,in
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-01.png,Phnom
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-02.png,Penh
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-03.png,indicate
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-04.png,that
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-05.png,he
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-06.png,still
../dataset/raw/iam_words/words/a03/a03-017/a03-017-02-07.png,regards
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-00.png,himself
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-01.png,as
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-02.png,the
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-03.png,only
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-04.png,legal
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-05.png,Prime
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-06.png,Minister
../dataset/raw/iam_words/words/a03/a03-017/a03-017-03-07.png,of
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-00.png,Laos
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-01.png,.
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-02.png,His
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-03.png,policy
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-04.png,of
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-05.png,strict
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-06.png,neutrality
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-07.png,from
../dataset/raw/iam_words/words/a03/a03-017/a03-017-04-08.png,1951
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-00.png,to
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-01.png,1958
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-02.png,kept
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-03.png,the
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-04.png,kingdom
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-05.png,in
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-06.png,peace
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-07.png,","
../dataset/raw/iam_words/words/a03/a03-017/a03-017-05-08.png,though
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-00.png,at
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-01.png,the
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-02.png,cost
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-03.png,of
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-04.png,virtual
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-05.png,partition
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-06.png,of
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-07.png,the
../dataset/raw/iam_words/words/a03/a03-017/a03-017-06-08.png,country
../dataset/raw/iam_words/words/a03/a03-017/a03-017-07-00.png,into
../dataset/raw/iam_words/words/a03/a03-017/a03-017-07-01.png,the
../dataset/raw/iam_words/words/a03/a03-017/a03-017-07-02.png,pro-communist
../dataset/raw/iam_words/words/a03/a03-017/a03-017-07-03.png,north
